"Id","Name","Lat","Lng","Price_level","Rating","Nb_Rating","Type"
"ChIJO0iMVvdt5kcRLF-CRQ4pTJg","15-13 Avenue Parmentier","48.8601937","2.3787384",NA,NA,NA,"route"
"ChIJgcIlVvdt5kcRMPuHbugjRqs","Crédit Mutuel","48.8601062","2.3784065",NA,"4.2","22","bank finance insurance_agency point_of_interest establishment"
"ChIJg7pjNt9t5kcRl1zKE8yxcNM","Nova Literie","48.860102","2.378312",NA,"4.4","39","home_goods_store point_of_interest store establishment"
"ChIJu_8j_Plt5kcRo7M5-r4FWnY","World Fashion","48.8602258","2.3782051",NA,NA,NA,"point_of_interest establishment"
"ChIJfbzMV_dt5kcRbsrn9NrmPHQ","Wonderland Productions","48.8600943","2.378558",NA,NA,NA,"point_of_interest establishment"
"ChIJQZSTufFt5kcR31db6-zHWT4","Mapoésie","48.8602971","2.3781382",NA,"4.3","6","point_of_interest establishment"
"ChIJZZk2__lt5kcRR8BsMohkFYA","Monsieur Antoine","48.8603694","2.3783194","2","4.5","144","bar point_of_interest establishment"
"ChIJAQAwWPdt5kcRhfrCY8e6Aqw","Skank","48.8598936","2.3786318",NA,NA,NA,"point_of_interest establishment"
"ChIJNa7_8Plt5kcRbz0oFT3Du5M","Fournisseur Aesthétic Mobilier","48.86013","2.3776404",NA,NA,NA,"point_of_interest establishment"
"ChIJM43sAfpt5kcRIDCipsHsqF0","G3E","48.8604785","2.3782212",NA,NA,NA,"point_of_interest establishment"
"ChIJoZrDAfpt5kcRDcuU-O3FcOQ","Optic Light Network","48.8604785","2.3782212",NA,NA,NA,"health point_of_interest store establishment"
"ChIJHyoQ8flt5kcRT6caI8MZlOo","Les Rats des Champs","48.8601514","2.377589",NA,NA,NA,"point_of_interest establishment"
"ChIJVVXJ7_lt5kcRVDBKHoiOMxw","La Clef des Chants Ensemble","48.8598943","2.3776431",NA,NA,NA,"point_of_interest establishment"
"ChIJgcIlVvdt5kcR1q89GRV5sTQ","ORPI Ambroise Immobilier","48.8600943","2.378558",NA,"2.7","3","real_estate_agency point_of_interest establishment"
"ChIJn6pE_Plt5kcR2g67uOiVhSA","Le Chateau Des Grandes Crus","48.8601373","2.3782787",NA,NA,NA,"point_of_interest establishment"
"ChIJwTkf_Plt5kcR15TNrQHt96M","Le Mans Archivage","48.8602432","2.3782341",NA,NA,NA,"point_of_interest establishment"
"ChIJ8Uaxyb1v5kcRRkES47Fhzdw","Mélissa Raskop, comédienne, Voix off, animatrice radio, melissavoix","48.8601523","2.3784546",NA,"5","13","electronics_store home_goods_store point_of_interest store establishment"
"ChIJw3q2-_lt5kcR32RIzSpiIO8","Cuirs Et Crepins","48.8601738","2.3780204",NA,NA,NA,"point_of_interest establishment"
"ChIJDbQN_Plt5kcRRCK5UGJw_ss","Lma","48.8602568","2.3782231",NA,NA,NA,"point_of_interest establishment"
"ChIJD7fiBh9u5kcRYJSMaMOCCwQ","Paris","48.856614","2.3522219",NA,NA,NA,"locality political"
"ChIJiVud_vlt5kcRMgf3zkPvtvY","Elle E' Elle","48.860256","2.3782806",NA,NA,NA,"point_of_interest establishment"
"ChIJgcIlVvdt5kcRW2PWYT9MPIM","Riviere Olivier","48.8600943","2.378558",NA,NA,NA,"point_of_interest establishment"
"ChIJxwPfVfdt5kcR4JTL1ARPgqY","Behar Albert","48.8600943","2.378558",NA,NA,NA,"accounting finance point_of_interest establishment"
"ChIJrVotVvdt5kcRFUnnZauDj3k","CE Atlantique Sécurité Conseil","48.8600944","2.378558",NA,NA,NA,"point_of_interest establishment"
"ChIJB9WDYtxt5kcRFTPCKxtaWzs","O'Immobilier","48.8602814","2.3781049",NA,"3.6","11","real_estate_agency point_of_interest establishment"
"ChIJi1j28Plt5kcRr0f7IZLJvfs","Hakuna matata","48.8602971","2.3781382",NA,"4.6","68","point_of_interest establishment"
"ChIJzVeL-_lt5kcRk8sNGYyMw88","Kikano SARL","48.8602971","2.3781382",NA,"5","2","point_of_interest establishment"
"ChIJfdZf_vlt5kcRtLcuR_Z6uV4","Wall Street Bar","48.8603323","2.3783704",NA,NA,NA,"point_of_interest establishment"
"ChIJoZrDAfpt5kcR2S-dI1L3qPU","Le Royal Parmentier","48.8603323","2.3783704","1","4","21","bar point_of_interest establishment"
"ChIJEVS8-vlt5kcRqxGiE4zxzEM","Abi Coiffure","48.8599966","2.3778333",NA,NA,NA,"store point_of_interest establishment"
"ChIJLR0M-vlt5kcRSJZhWnMK5uU","Clement Zion","48.8602043","2.3778476",NA,NA,NA,"point_of_interest establishment"
"ChIJiRxt8Plt5kcRdvEtzKQDQlE","JEAN-SERGE LUBECK - COMMUNICATION TOOLS","48.8600365","2.377755",NA,NA,NA,"point_of_interest establishment"
"ChIJiRxt8Plt5kcRuf8cfyUnyns","Nicolas Floc'h studio","48.8600365","2.377755",NA,NA,NA,"point_of_interest establishment"
"ChIJ5aTmVvdt5kcRSOFLPkBNeZ8","Le Toquin Maxime Charles Emmanuel","48.8598936","2.3786317",NA,NA,NA,"point_of_interest establishment"
"ChIJAQAwWPdt5kcRYLl7JKX3uCE","Breteuil Immobilier 11ème - Parmentier","48.8598936","2.3786318",NA,"3.9","7","real_estate_agency point_of_interest establishment"
"ChIJCwamV_dt5kcRUNhvLnF7qYs","Chemin Vert","48.8600072","2.3787425",NA,NA,NA,"bus_station transit_station point_of_interest establishment"
"ChIJNa7_8Plt5kcRa29xf70dx3c","Lobby Citoyen Muses (Pour Un Modèle Universel Social Émancipateur Et Solidaire)","48.8601186","2.3776484",NA,NA,NA,"point_of_interest establishment"
"ChIJZZk2__lt5kcRXaRcPTINAYE","Brand Addict","48.8604785","2.3782212",NA,NA,NA,"point_of_interest establishment"
"ChIJoZrDAfpt5kcRirhbakwnBls","Optic Parmentier","48.8604785","2.3782212",NA,NA,NA,"health point_of_interest store establishment"
"ChIJS_UV21pt5kcRrOp4lpcK6Ak","Broken Biscuits","48.8598287","2.3787073",NA,"4.6","197","bakery cafe restaurant food point_of_interest store establishment"
"ChIJl-Ab-_lt5kcRav4L-MHnmyU","Centre Action Sociale Ville de Paris CASVP","48.8598943","2.377643",NA,"1","1","local_government_office doctor health point_of_interest establishment"
"ChIJEfv7-Plt5kcRM_FKjsKeQCg","Familles-LGBT","48.8604911","2.3781584",NA,NA,NA,"point_of_interest establishment"
"ChIJERrI-Plt5kcR0-AH5ZA7tDQ","Prestige Rental","48.8604911","2.3781584",NA,NA,NA,"point_of_interest establishment"
"ChIJx7C6Sztt5kcRphjADP3E2B8","Le Backyard","48.8604911","2.3781584",NA,"4.3","6","point_of_interest establishment"
"ChIJHyoQ8flt5kcRpYaAlPyzBTg","Martine Dohy","48.8601514","2.377589",NA,NA,NA,"point_of_interest establishment"
"ChIJWwSq8flt5kcRmL2QFBaySj4","Delbecq André","48.8601514","2.377589",NA,NA,NA,"point_of_interest establishment"
"ChIJWwSq8flt5kcRzG6mowEla_0","Puechmaille Jacques","48.8601514","2.377589",NA,NA,NA,"point_of_interest establishment"
"ChIJhaugpN1t5kcR6tH1smiTTuc","Le Bon Pâtisserie","48.8598943","2.377643",NA,"4.8","18","bakery food point_of_interest store establishment"
"ChIJv53Imd5t5kcRpRLFL4ZZdHs","Pain Perdu","48.8598943","2.377643",NA,NA,NA,"food point_of_interest establishment"
"ChIJmTb0NQ9t5kcRJ3grWYP5PAg","REPAIR MY PHONE - MR MULTISERVICES","48.8598943","2.377643",NA,"2.6","21","point_of_interest establishment"
"ChIJf1-xEBZu5kcROrczrVNIhy8","BrainsWatt","48.8598943","2.377643",NA,"4.8","4","point_of_interest establishment"
"ChIJ___L7_lt5kcRg_D7sz91T3w","Relais Colis Mr Multiservises","48.8598943","2.377643",NA,NA,NA,"point_of_interest establishment"
"ChIJlc4VUzNt5kcRGJcM21Fga_Y","Transporteurs d'Image","48.8598943","2.377643",NA,"5","1","point_of_interest establishment"
"ChIJIbcM7vlt5kcRZj6fneuGD5o","KUGAN,Alimentation Generale","48.8598943","2.377643",NA,"5","1","supermarket grocery_or_supermarket food point_of_interest store establishment"
"ChIJeVy38flt5kcREYlKCOyVPUc","Chemin Vert - Parmentier","48.860046","2.377573",NA,"5","1","bus_station transit_station point_of_interest establishment"
"ChIJlUPORndt5kcRI4oM8NvgUkY","IGUAL PARIS - Coiffeur Paris 11","48.860521","2.378217",NA,"5","59","hair_care point_of_interest establishment"
"ChIJfwIT8flt5kcRAKx6omaRUqY","Chemin Vert","48.8601615","2.3775645",NA,NA,NA,"transit_station point_of_interest establishment"
