"Id","Name","Lat","Lng","Rating","Nb_Rating","Type","Price_level"
"ChIJW-M36l5u5kcRyyR4qYoz_qc","6-16 Rue du Poteau","48.8929965","2.3434122",NA,NA,"route",NA
"ChIJi06dNVlu5kcRtbIkll5B9uM","Société Générale","48.892924","2.3437104","2.2","16","bank atm finance insurance_agency point_of_interest establishment",NA
"ChIJF-k_7l5u5kcR-WeTngpPrfc","CAP Dentaire","48.8932245","2.3439199","2","1","point_of_interest establishment",NA
"ChIJ65407l5u5kcRvxVyYSm9VGY","Joyeux Delphine","48.8934184","2.343885","4.3","4","health point_of_interest establishment",NA
"ChIJF-k_7l5u5kcRI5grWqXBwvI","Photo mariage","48.8932036","2.3438013",NA,NA,"point_of_interest establishment",NA
"ChIJGXBt7l5u5kcRv_30CQhwRgE","Bel & Bo","48.8931055","2.3438914","4.8","34","hair_care point_of_interest establishment",NA
"ChIJ6Y60615u5kcRpan3RCq0V3I","Cafe des Potos","48.8930598","2.3435665","3.8","32","cafe bar food point_of_interest establishment",NA
"ChIJWwWi-l5u5kcRYL1MkT3_Ask","Cabinet d'expertise-comptable BMS Conseil","48.8933967","2.3441005","5","1","accounting finance point_of_interest establishment",NA
"ChIJH7KL6l5u5kcRnt_yurtDrIw","Le Repaire de Bacchus","48.8929067","2.3433451","5","5","liquor_store food point_of_interest store establishment",NA
"ChIJMWky7V5u5kcRu1UK4Fmp8mI","Café de Papa","48.8928074","2.3435434","4.8","9","food point_of_interest store establishment",NA
"ChIJBTJswl5u5kcRDOzsLVTfWL0","Mac-Caroni","48.8932755","2.3431698","5","4","restaurant food point_of_interest store establishment",NA
"ChIJ___vwl5u5kcRQ_oYztvHc2k","Emily Newfield Consulting","48.8932755","2.3431698",NA,NA,"point_of_interest establishment",NA
"ChIJL41G615u5kcR0o7-g4hc-zc","Café Lanni 18eme","48.8928074","2.3435434","4.5","8","food point_of_interest store establishment",NA
"ChIJrz_L6l5u5kcRyoHY2ygKklQ","Happy Phone","48.8928289","2.3433339","5","2","point_of_interest store establishment",NA
"ChIJ9-PVlF5u5kcR66NsDdrRLdM","Manfrini Axelle","48.8927767","2.3435023",NA,NA,"point_of_interest establishment",NA
"ChIJrz_L6l5u5kcRUrytykj8AXM","Maitre Dominique","48.8928289","2.3433339",NA,NA,"point_of_interest establishment",NA
"ChIJraq-8l5u5kcR13U07j97xdw","Kodak Express","48.8928054","2.3440323","4.6","18","point_of_interest store establishment",NA
"ChIJ9-PVlF5u5kcR61BH-XQx_eE","Diane-Librairie Papyrus","48.8927823","2.3434533","4.2","25","book_store point_of_interest store establishment",NA
"ChIJ23Rg7F5u5kcRGew63jnHiu0","Royer Montmartre","48.8929493","2.344017","3.9","28","hardware_store home_goods_store point_of_interest store establishment",NA
"ChIJD7fiBh9u5kcRYJSMaMOCCwQ","Paris","48.856614","2.3522219",NA,NA,"locality political",NA
"ChIJuw5l6l5u5kcRWslh9fgS4a0","Haifa","48.8929012","2.3433258","4.2","65","meal_delivery food point_of_interest establishment",NA
"ChIJVVX57l5u5kcRo6keMn196-c","Kanopé Films","48.8932036","2.3438013",NA,NA,"point_of_interest establishment",NA
"ChIJv_en8V5u5kcRq7tybOrY9IM","Ronan Lacroix Architecture","48.8931736","2.3441721",NA,NA,"point_of_interest establishment",NA
"ChIJv_en8V5u5kcRlcwKN75rHpA","Head Start English","48.8931736","2.3441721",NA,NA,"point_of_interest establishment",NA
"ChIJWwWi-l5u5kcRTMXG_gnZJOE","Richard Liniere","48.8934707","2.344189",NA,NA,"point_of_interest establishment",NA
"ChIJ___vwl5u5kcRV5pDiO_E_Xo","Together Dialogos","48.8932755","2.3431698",NA,NA,"point_of_interest establishment",NA
"ChIJ9zkG8l5u5kcRUDRIfYtid18","Métis","48.8930723","2.3441186","4.7","116","restaurant food point_of_interest establishment","2"
"ChIJ65407l5u5kcRjDpk3z9doMM","Gaz Flash","48.8933121","2.3438404","3","18","point_of_interest establishment",NA
"ChIJUd5c8F5u5kcR8Rn5QOOdLpQ","Les Dandys de Sainte Isaure","48.8932762","2.3442206","4.4","13","point_of_interest establishment",NA
"ChIJfXDxwV5u5kcRmZCHfypz4cY","Apollon","48.8931933","2.3433388","5","3","food point_of_interest establishment",NA
"ChIJrz_L6l5u5kcR5ZDvkXyi16E","Philippe Barlet","48.8928289","2.3433339","3.5","18","doctor health point_of_interest establishment",NA
"ChIJ3W7RlF5u5kcRSFQwe6ojkXk","O' Fleurs De Montmartre","48.8927813","2.3435507","3.3","64","florist point_of_interest store establishment",NA
"ChIJk7ZYeldu5kcRDebXISGbndM","Cavavin Paris","48.8932755","2.3431698","4.8","11","liquor_store food point_of_interest store establishment",NA
"ChIJr-Gt8l5u5kcRVerOQSNRj5o","MAISON LANDEMAINE JULES JOFFRIN","48.8927644","2.3439728","3.5","342","bakery cafe restaurant food point_of_interest store establishment","2"
"ChIJl-I49GBv5kcRVYu42tqTkS0","Kam Digital","48.8932036","2.3438013","4.7","22","point_of_interest establishment",NA
"ChIJVVX57l5u5kcRS8KcEDIBZWc","Clean Formation","48.8932036","2.3438013","5","1","point_of_interest establishment",NA
"ChIJJyPk7l5u5kcRXnG9g2MCySQ","T.l.i","48.8932036","2.3438013",NA,NA,"real_estate_agency point_of_interest establishment",NA
"ChIJKTrc7V5u5kcRV4ZOGH3l4mQ","Appel Theodore","48.8930857","2.3437916",NA,NA,"point_of_interest establishment",NA
"ChIJLUc_7l5u5kcRwcWL4jfryRA","ERA Jules Joffrin Agence immobilière Paris 18 Ste Isaure","48.8931584","2.3439124","3.5","6","real_estate_agency point_of_interest establishment",NA
"ChIJ__8L6V5u5kcRraqsZaw-QLE","Au Bon Bœuf","48.8931705","2.3434908","5","6","restaurant food point_of_interest store establishment",NA
"ChIJP_oL6V5u5kcRFyvyKekZIZs","Boucherie Moderne","48.8931685","2.343489",NA,NA,"point_of_interest establishment",NA
"ChIJP_oL6V5u5kcRsEss3lvnYdk","Patrimoine Creation Investissement","48.8931685","2.343489",NA,NA,"point_of_interest establishment",NA
"ChIJP_oL6V5u5kcRjUinicFChWM","Val Let","48.8931685","2.343489",NA,NA,"food point_of_interest establishment",NA
"ChIJP_oL6V5u5kcRyx8OvJjWyyY","Letard","48.8931685","2.343489","5","1","food point_of_interest store establishment",NA
"ChIJl3Mr6l5u5kcRmT9ZnjMJRwk","Rôtisserie Maistre Mathieu","48.8930894","2.3434372","4.3","19","food point_of_interest store establishment",NA
"ChIJfXDxwV5u5kcR6IHklIprcN8","Delphine Langlois","48.893143","2.343345","4.2","10","beauty_salon point_of_interest establishment",NA
"ChIJGzzz6V5u5kcR0UUn7-xNBT4","N.i.m.a","48.8931933","2.3433388",NA,NA,"food point_of_interest store establishment",NA
"ChIJl42r7V5u5kcRUwbf6JytK4c","Isaure Gallice","48.8929256","2.3438159",NA,NA,"point_of_interest establishment",NA
"ChIJGcHR715u5kcRbVTxIUpQXa8","Martin Christian","48.8934184","2.343885",NA,NA,"point_of_interest establishment",NA
"ChIJYwQb7l5u5kcRbQqw8ofmX80","Laboratoire Lesourd Gabriel","48.8930622","2.3441201",NA,NA,"health point_of_interest establishment",NA
"ChIJoUZywl5u5kcRw_AtP09Mgxs","Traiteur Grec","48.8931692","2.3432561","3.3","4","food point_of_interest establishment",NA
"ChIJO6QYILlv5kcR-uYA2Z-WmEY","Sun beauty","48.8931736","2.3441721","5","1","point_of_interest establishment",NA
"ChIJnX2_8V5u5kcR3dsMGlZGAuM","Corbonnois Sautre Assurances","48.8931736","2.3441721",NA,NA,"insurance_agency point_of_interest establishment",NA
"ChIJ3dVk8l5u5kcR_KWvEdkt77M","Alti Cime","48.8929441","2.3440476",NA,NA,"point_of_interest establishment",NA
"ChIJsXfewV5u5kcREQ6A2CONlGU","Couillaud Emile","48.8929812","2.3431235","3","3","lodging point_of_interest establishment",NA
"ChIJO_tL8l5u5kcR-9wAtkogZmI","Le Bistrot Sainte Isaure","48.892963","2.344135","4.1","23","restaurant food point_of_interest establishment",NA
