"Id","Name","Lat","Lng","Rating","Nb_Rating","Type"
"ChIJ1XC66YZt5kcRvKS4Jdc4axI","39 Rue Vitruve","48.8583328","2.4049495",NA,NA,"route"
"ChIJ9ZiYwYZt5kcR6Ck2nEUxZXQ","Adere Paris","48.858345","2.405343","4","2","school point_of_interest establishment"
"ChIJXcSW8oZt5kcRKbDivxEOFc8","Collège Saint-Blaise","48.8586975","2.4045708","4","17","secondary_school school point_of_interest establishment"
"ChIJ9986Aelt5kcRddyjxiqm_Ok","stephane","48.8584861","2.4051392",NA,NA,"point_of_interest establishment"
"ChIJXUSDwYZt5kcR4qc6v9HAF-Q","Institut De Formation En Ergothérapie","48.8584737","2.4052637",NA,NA,"point_of_interest establishment"
"ChIJxbU23YZt5kcRpRL1VEMfC4w","Brouchet Patrick","48.8582776","2.4049667",NA,NA,"point_of_interest establishment"
"ChIJ0xdJ6IZt5kcRv0THwRb6FbI","André Brouchet - AuBonConseil","48.8582776","2.4049667",NA,NA,"point_of_interest establishment"
"ChIJ4aw7uBNt5kcRFlyfwjH4NxE","Bruleetet","48.8584908","2.4042514",NA,NA,"point_of_interest establishment"
"ChIJ9QZN6IZt5kcR-Vpgmqd8mUc","Business Coaching - AuBonConseil - André Brouchet","48.8582387","2.4051073",NA,NA,"point_of_interest establishment"
"ChIJ9QZN6IZt5kcRqnby_L7fVzs","CABINET INFIRMIER AMRANE - GARNIER","48.8582387","2.4051073","5","10","health point_of_interest establishment"
"ChIJD7fiBh9u5kcRYJSMaMOCCwQ","Paris","48.856614","2.3522219",NA,NA,"locality political"
