"Id","Name","Lat","Lng","Rating","Nb_Rating","Type","Price_level"
"ChIJr08xE2lu5kcR2XIXNDHx29g","191-141 Boulevard de Magenta","48.8826032","2.3503544",NA,NA,"route",NA
"ChIJYyy6dGlu5kcR8Id-AG8jrzg","Hôtel Altona","48.8824615","2.3498311","2.9","667","lodging point_of_interest establishment",NA
"ChIJTQFG-uVt5kcR22goXOVHXHI","Frets Multis Services","48.8827817","2.3492828","5","1","moving_company point_of_interest establishment",NA
"ChIJuzPeCWlu5kcRQqLdhO99vfM","Art'Aire Prod'","48.8829966","2.3493528","5","1","point_of_interest establishment",NA
"ChIJGVH7CWlu5kcRuoOOI6aGTJ0","Pascal Colrat","48.8828938","2.3495107",NA,NA,"point_of_interest establishment",NA
"ChIJ_TBkp2lu5kcR8bGmgTdzkrA","Dom Garcia","48.8830167","2.3493325",NA,NA,"point_of_interest establishment",NA
"ChIJYxIvdWlu5kcR58LkOAt9Taw","Beirut Mode","48.8825251","2.3495915","4","7","point_of_interest clothing_store store establishment",NA
"ChIJWedZn2lu5kcRWZIjc5RfMi0","Espace Delta","48.8825532","2.3491419","4","1","point_of_interest establishment",NA
"ChIJl4dtpmlu5kcRuojlBdiCaPQ","Cineparallax","48.8831014","2.3494626",NA,NA,"point_of_interest establishment",NA
"ChIJvdUWn2lu5kcRkGko5w3w-u0","IDEAL PHONE","48.8824693","2.3491133","3.8","10","finance point_of_interest store establishment",NA
"ChIJzV6cpGlu5kcRSsfJjIoAAX0","Accès Local","48.8829014","2.3488935",NA,NA,"point_of_interest establishment",NA
"ChIJAVctBWlu5kcRFS0sHhYOB7I","Poli Politique De L'image","48.882456","2.3498135",NA,NA,"point_of_interest establishment",NA
"ChIJz86S6Wxu5kcRmT39N-u_EQE","Awacs","48.882595","2.35002",NA,NA,"point_of_interest establishment",NA
"ChIJJ3b_s2tu5kcReIrlznzUhUU","Office Français de Prestation","48.8825954","2.3500196",NA,NA,"point_of_interest establishment",NA
