"Id","Name","Lat","Lng","Rating","Nb_Rating","Type"
"ChIJhbAgdYdt5kcRAlWgGm08B0M","8-16 Passage Dieu","48.8561784","2.403563",NA,NA,"route"
"ChIJpcQZoIdt5kcRK8KctGqeU-A","Gleizes Gilles","48.8560532","2.4036041",NA,NA,"point_of_interest establishment"
"ChIJ574SdIdt5kcRdN0kVqMRLrw","Bourlis Stephanie","48.8558452","2.4037913",NA,NA,"point_of_interest establishment"
"ChIJBQ7Pdodt5kcRbn1wQNDUiHg","Metal Paris","48.8558452","2.4037913","3","1","point_of_interest establishment"
"ChIJvzg_oIdt5kcRcAQoT1OUQq0","Modern'Gestion","48.8560532","2.4036041",NA,NA,"real_estate_agency point_of_interest establishment"
"ChIJvzg_oIdt5kcRGJkMg-ODY_4","Guthmann Brigitte","48.8560532","2.4036041",NA,NA,"point_of_interest establishment"
"ChIJvzg_oIdt5kcRq17Bsw6Sjt0","Sci Gapy","48.8560532","2.4036041",NA,NA,"doctor health point_of_interest establishment"
"ChIJ9XMnn4dt5kcRKDOCOk6MjGs","Centre Dentaire Paris Orteaux - Urgence Dentaire - Implantologie - Blanchiment dentaire","48.8561245","2.4032049","3.5","99","dentist doctor health point_of_interest establishment"
"ChIJwVF-8Ahy5kcReas8fpEqc5A","Majma","48.8559238","2.4028515","3","1","point_of_interest establishment"
"ChIJvzg_oIdt5kcR2qVDEGG3EHE","Pirali Vincent Brice","48.8560532","2.4036041",NA,NA,"point_of_interest establishment"
"ChIJF34VoIdt5kcR4MCunyKy9TI","Ferlan Francoise","48.8560532","2.4036041",NA,NA,"point_of_interest establishment"
"ChIJF34VoIdt5kcRGfQ4PbXtuBg","Bordenave Laurence","48.8560532","2.4036041",NA,NA,"point_of_interest establishment"
"ChIJeWZDC4dt5kcR61ItjaXXAw4","Doan Tran Thieu","48.8560532","2.4036041",NA,NA,"point_of_interest establishment"
"ChIJpcQZoIdt5kcRXDk7xpQ4zZQ","Mostowski Catherine","48.8560532","2.4036041",NA,NA,"point_of_interest establishment"
"ChIJ9XMnn4dt5kcRwtwQrGkH2FE","Docteur Jean-Marc El Haik","48.8561245","2.4032049","5","1","dentist health point_of_interest establishment"
"ChIJ9XMnn4dt5kcR6k39IUTPEzM","Docteur Joy Bensoussan","48.8561245","2.4032049",NA,NA,"dentist health point_of_interest establishment"
"ChIJ9XMnn4dt5kcR5RgcV3kvwGc","Docteur Adrien Mamou","48.8561245","2.4032049","3.6","11","dentist health point_of_interest establishment"
"ChIJ9XMnn4dt5kcRdnXxW7EF6Ic","Docteur Daniel El Koubi","48.8561245","2.4032049",NA,NA,"dentist health point_of_interest establishment"
"ChIJ9XMnn4dt5kcRQBgpGSC2z18","Docteur Edmond Cohen-Adad","48.8561245","2.4032049",NA,NA,"dentist health point_of_interest establishment"
"ChIJD7fiBh9u5kcRYJSMaMOCCwQ","Paris","48.856614","2.3522219",NA,NA,"locality political"
"ChIJ9XMnn4dt5kcRBHoO1c4SLBQ","Docteur Judith Gherabli","48.8561245","2.4032049","5","2","dentist health point_of_interest establishment"
"ChIJ9XMnn4dt5kcRaXunezuB_rk","Docteur Philippe Letessier","48.8561245","2.4032049",NA,NA,"dentist health point_of_interest establishment"
"ChIJ9XMnn4dt5kcRfcgnnhekBko","Docteur Véronique Brakha","48.8561245","2.4032049","3.2","18","dentist health point_of_interest establishment"
"ChIJ9XMnn4dt5kcRQxMHJFClVXE","Docteur Myriam Assouline","48.8561245","2.4032049","1","1","dentist health point_of_interest establishment"
"ChIJ9XMnn4dt5kcRmeIzoQ1ivXg","Docteur Isaac Sellam","48.8561245","2.4032049",NA,NA,"dentist health point_of_interest establishment"
"ChIJ9XMnn4dt5kcRasFZ4ru-Kck","Docteur Cécilia Tubiana","48.8561245","2.4032049","4","1","dentist health point_of_interest establishment"
"ChIJ9XMnn4dt5kcRYYqEi0Nd1Mo","Docteur Yaël Zakine","48.8561245","2.4032049","1","1","dentist health point_of_interest establishment"
"ChIJ9XMnn4dt5kcRC_h1RDj-76Y","Docteur Patrick Seroussi","48.8561245","2.4032049",NA,NA,"dentist health point_of_interest establishment"
"ChIJZXKac4dt5kcR22wv2n9fv4c","Kahn Aurelie","48.8560385","2.4038122",NA,NA,"point_of_interest establishment"
"ChIJ646fcYdt5kcR-ET9Dkfj4m4","Proffit Jean-Marc","48.855905","2.4039184","5","1","furniture_store home_goods_store point_of_interest store establishment"
"ChIJq3VGn4dt5kcRL40Vn38_GYk","Centre dentaire Paris 20 eme","48.8562183","2.4032067",NA,NA,"dentist health point_of_interest establishment"
"ChIJ8ybQx15t5kcRwvSgQLbamWU","Efkan MENTISE","48.8562183","2.4032067",NA,NA,"health point_of_interest establishment"
"ChIJ9XMnn4dt5kcRTPd6RjqpSLg","Docteur Gérard Guenoun","48.8562183","2.4032067","1","1","dentist health point_of_interest establishment"
"ChIJi1UWmodt5kcRPcgFG4EfOXI","Adage Studio","48.8560143","2.4028239",NA,NA,"point_of_interest establishment"
"ChIJOWeGeodt5kcRMIDHb8uDm_4","Noblabla","48.8556011","2.4040003",NA,NA,"point_of_interest establishment"
