"Id","Name","Lat","Lng","Rating","Nb_Rating","Type"
"ChIJlV0X8vpt5kcRqosPt2BJzOg","13-9 Passage Saint-Ambroise","48.8636699","2.3771216",NA,NA,"route"
"ChIJRRQz8vpt5kcRIIOLR99I9nA","We Loft","48.8635889","2.3771112","5","1","lodging point_of_interest establishment"
"ChIJ-UOp5vpt5kcRq2i-EmUaeHc","Mecatland","48.8640855","2.376416",NA,NA,"point_of_interest establishment"
"ChIJK-shbo1t5kcRoGChYpkNbjM","Camille Jeanmonod","48.8640855","2.376416",NA,NA,"health point_of_interest establishment"
"ChIJpYlqA_tt5kcRdyoKzWYYPos","Lucile BLAISE","48.8640353","2.3761661","4.5","10","health point_of_interest establishment"
"ChIJE9JE_vpt5kcRqdvBNBO2KoU","Guez","48.8634783","2.3764711",NA,NA,"electronics_store home_goods_store point_of_interest store establishment"
"ChIJAQDQ-_pt5kcRJILwmPnSG5M","Limitation sonore","48.8634783","2.3764711",NA,NA,"point_of_interest establishment"
"ChIJabafanNt5kcRFp_HaHDqCaY","Camille Jeanmonod","48.8640855","2.376416",NA,NA,"health point_of_interest establishment"
"ChIJnyLTgDtv5kcR56dQWsq9vwI","Elisabeth Auslender - Psychologue Paris 11","48.8640855","2.376416",NA,NA,"health point_of_interest establishment"
"ChIJB-J2Vfpt5kcRrmsilmXr4S0","Bose professionnelle","48.8634559","2.376515","4.1","7","electronics_store point_of_interest store establishment"
"ChIJSfIeHftt5kcRVOdcR_47PWI","Graulle Jean-Michel","48.8640353","2.3761661",NA,NA,"point_of_interest establishment"
"ChIJE9JE_vpt5kcR9GEMsyOnqOc","Bouncharelin Clement","48.8634783","2.3764711",NA,NA,"finance point_of_interest establishment"
"ChIJD7fiBh9u5kcRYJSMaMOCCwQ","Paris","48.856614","2.3522219",NA,NA,"locality political"
