"Id","Name","Lat","Lng","Rating","Nb_Rating","Type","Price_level"
"ChIJl98Xsolt5kcR1Tbt619Tj4A","32-34 Rue de Bagnolet","48.8569286","2.3976061",NA,NA,"route",NA
"ChIJT3HbpHVy5kcRGVvTPz8rruk","Institut de beauté Body'Minute","48.856895","2.3979014","4.2","20","beauty_salon point_of_interest store establishment",NA
"ChIJv012rYlt5kcRSf09Mg73toI","Poly-Son Post Production","48.8570726","2.3977984","5","1","point_of_interest establishment",NA
"ChIJd-fksolt5kcR8AU5Mm-9ClY","Les Nouveaux Robinson","48.8568225","2.3977849","3.9","23","grocery_or_supermarket food point_of_interest store establishment",NA
"ChIJcajRSoht5kcRIWtb4PuwpXQ","Asm","48.8568403","2.3978305",NA,NA,"point_of_interest establishment",NA
"ChIJuzyeTIht5kcRj7lUnG_P_Gs","Del Totorino","48.8568874","2.3979577","4.8","479","meal_delivery restaurant food point_of_interest establishment",NA
"ChIJuzyeTIht5kcRuw5S8XBa3dA","Librozoaire","48.8567028","2.3980253",NA,NA,"point_of_interest establishment",NA
"ChIJuzyeTIht5kcRgtvw1e6fA-k","Accueil","48.8566795","2.398074",NA,NA,"point_of_interest establishment",NA
"ChIJz9kBTYht5kcR_08oXjp-Kzo","Écouter Voir","48.8568567","2.398097","4.5","43","health point_of_interest store establishment",NA
"ChIJo1LOTYht5kcR1pDb5qttMyE","H2O","48.8568356","2.3981311",NA,NA,"health point_of_interest store establishment",NA
"ChIJYy-3vpFt5kcRv1kiozLXWCQ","Swixim International Agence immobilière Paris 20 Alexandre Dumas","48.8567357","2.3970883","3.7","15","point_of_interest establishment",NA
"ChIJ8Quwuolt5kcR1UgNIPEaYik","Laveries Smile","48.8569938","2.397195","4","11","laundry point_of_interest establishment",NA
"ChIJby9drYlt5kcRiw_JGOrmrz4","Le Merle Moqueur","48.8570953","2.3979079","4.6","525","book_store point_of_interest store establishment",NA
"ChIJJTycrolt5kcRHKx3ZZzrCuM","Blot Françoise","48.8572289","2.3976201","3","1","health point_of_interest establishment",NA
"ChIJf6nrsYlt5kcRcf2vHwoSrzk","Bagnolet Hotel","48.8569915","2.3975342","3.8","4","lodging point_of_interest establishment",NA
"ChIJy6t3solt5kcRgzYGGZfgB2g","Optical Shop","48.8570423","2.397721","4.1","10","health point_of_interest store establishment",NA
"ChIJd6fuWwNt5kcR8qzlxyOebd4","Zenpark - Parking Paris - Père Lachaise - Bagnolet","48.8568425","2.3976848","1","1","parking point_of_interest establishment",NA
"ChIJKYBusYlt5kcR7ZyvHjqjaX4","Les Metz d'Asie","48.8568184","2.3975143",NA,NA,"meal_takeaway restaurant food point_of_interest establishment",NA
